date,carrier,carrier_name,airport,airport_name,arr_flights,arr_del15,carrier_ct, weather_ct,nas_ct,security_ct,late_aircraft_ct,arr_cancelled,arr_diverted, arr_delay, carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay
Jan-2021,9E,Endeavor Air Inc.,ABE,"Allentown/Bethlehem/Easton, PA: Lehigh Valley International",110,1,0.63,0,0.38,0,0,2,0,32,20,0,12,0,0
Jan-2021,9E,Endeavor Air Inc.,ABY,"Albany, GA: Southwest Georgia Regional",87,9,3.53,0.89,3.58,0,1,0,1,452,174,32,208,0,38
Jan-2021,9E,Endeavor Air Inc.,AEX,"Alexandria, LA: Alexandria International",79,7,3.87,1,2.13,0,0,0,0,969,351,541,77,0,0
Jan-2021,9E,Endeavor Air Inc.,AGS,"Augusta, GA: Augusta Regional at Bush Field",181,12,5.28,1,2.23,0,3.5,0,0,1093,247,519,49,0,278
Jan-2021,9E,Endeavor Air Inc.,ALB,"Albany, NY: Albany International",107,10,4.12,0,5.88,0,0,0,0,430,289,0,141,0,0
Jan-2021,9E,Endeavor Air Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",5358,391,114.05,13.71,144.7,0.86,117.68,3,1,35063,16409,2003,7115,75,9461
Jan-2021,9E,Endeavor Air Inc.,ATW,"Appleton, WI: Appleton International",167,17,2.67,2,10.41,0,1.91,0,1,1928,581,922,277,0,148
Jan-2021,9E,Endeavor Air Inc.,AVL,"Asheville, NC: Asheville Regional",141,5,1.03,1.97,1,0,1,0,0,740,69,611,33,0,27
Jan-2021,9E,Endeavor Air Inc.,AZO,"Kalamazoo, MI: Kalamazoo/Battle Creek International",95,9,3.97,1,4.03,0,0,0,0,1062,891,66,105,0,0
Jan-2021,9E,Endeavor Air Inc.,BDL,"Hartford, CT: Bradley International",143,20,5.31,0,13.69,0,1,0,0,880,497,0,349,0,34
Jan-2021,9E,Endeavor Air Inc.,BGM,"Binghamton, NY: Greater Binghamton/Edwin A. Link Field",27,3,1.39,0.61,1,0,0,0,0,178,92,46,40,0,0
Jan-2021,9E,Endeavor Air Inc.,BHM,"Birmingham, AL: Birmingham-Shuttlesworth International",114,6,2.37,0,2,0,1.63,0,0,199,98,0,44,0,57
Jan-2021,9E,Endeavor Air Inc.,BIS,"Bismarck/Mandan, ND: Bismarck Municipal",6,1,0,0,1,0,0,0,0,15,0,0,15,0,0
Jan-2021,9E,Endeavor Air Inc.,BMI,"Bloomington/Normal, IL: Central Il Regional Airport at Bloomington",79,5,1,1,1,0,2,0,0,671,27,559,17,0,68
Jan-2021,9E,Endeavor Air Inc.,BNA,"Nashville, TN: Nashville International",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jan-2021,9E,Endeavor Air Inc.,BOS,"Boston, MA: Logan International",21,2,0.46,0,1.38,0,0.17,0,0,45,11,0,30,0,4
Jan-2021,9E,Endeavor Air Inc.,BQK,"Brunswick, GA: Brunswick Golden Isles",79,5,1.67,0,1.59,0,1.74,0,0,415,39,0,336,0,40
Jan-2021,9E,Endeavor Air Inc.,BTR,"Baton Rouge, LA: Baton Rouge Metropolitan/Ryan Field",110,10,5.43,0,1.02,0,3.55,0,0,473,316,0,50,0,107
Jan-2021,9E,Endeavor Air Inc.,BTV,"Burlington, VT: Burlington International",60,5,0,0,5,0,0,0,0,105,0,0,105,0,0
Jan-2021,9E,Endeavor Air Inc.,BUF,"Buffalo, NY: Buffalo Niagara International",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jan-2021,9E,Endeavor Air Inc.,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",54,9,4.13,0,4.8,0,0.07,0,0,382,262,0,114,0,6
Jan-2021,9E,Endeavor Air Inc.,CAE,"Columbia, SC: Columbia Metropolitan",36,5,1.58,0,2.58,0,0.83,0,0,315,63,0,161,0,91
Jan-2021,9E,Endeavor Air Inc.,CHA,"Chattanooga, TN: Lovell Field",203,4,2,0,0,0,2,0,0,162,87,0,0,0,75
Jan-2021,9E,Endeavor Air Inc.,CHO,"Charlottesville, VA: Charlottesville Albemarle",79,6,2.63,0.96,1.82,0,0.59,1,0,1115,150,822,91,0,52
Jan-2021,9E,Endeavor Air Inc.,CHS,"Charleston, SC: Charleston AFB/International",12,3,1.7,0,0.3,0,1,0,0,92,30,0,6,0,56
Jan-2021,9E,Endeavor Air Inc.,CID,"Cedar Rapids/Iowa City, IA: The Eastern Iowa",25,4,1,0.55,1.45,0,1,0,1,461,22,47,60,0,332
Jan-2021,9E,Endeavor Air Inc.,CLE,"Cleveland, OH: Cleveland-Hopkins International",58,4,2,0,2,0,0,0,0,152,84,0,68,0,0
Jan-2021,9E,Endeavor Air Inc.,CLT,"Charlotte, NC: Charlotte Douglas International",54,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jan-2021,9E,Endeavor Air Inc.,CMH,"Columbus, OH: John Glenn Columbus International",92,6,1,0,5,0,0,0,0,176,39,0,137,0,0
Jan-2021,9E,Endeavor Air Inc.,CRW,"Charleston/Dunbar, WV: Yeager",109,11,6.22,0.89,1.22,0,2.68,0,0,561,355,16,53,0,137
Jan-2021,9E,Endeavor Air Inc.,CSG,"Columbus, GA: Columbus Airport",90,5,5,0,0,0,0,0,0,290,290,0,0,0,0
Jan-2021,9E,Endeavor Air Inc.,CVG,"Cincinnati, OH: Cincinnati/Northern Kentucky International",340,30,7.94,2.98,11.88,0,7.2,2,0,1296,326,100,330,0,540
Jan-2021,9E,Endeavor Air Inc.,CWA,"Mosinee, WI: Central Wisconsin",79,8,1.82,3.95,2.18,0,0.05,0,0,4403,56,4226,70,0,51
Jan-2021,9E,Endeavor Air Inc.,DAL,"Dallas, TX: Dallas Love Field",37,2,0,0,1.29,0,0.71,0,0,43,0,0,28,0,15
Jan-2021,9E,Endeavor Air Inc.,DAY,"Dayton, OH: James M Cox/Dayton International",184,11,8.67,0,2.16,0,0.18,0,1,584,521,0,51,0,12
Jan-2021,9E,Endeavor Air Inc.,DCA,"Washington, DC: Ronald Reagan Washington National",19,0,0,0,0,0,0,2,0,0,0,0,0,0,0
Jan-2021,9E,Endeavor Air Inc.,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",53,9,2,0,5.42,0,1.58,0,0,344,67,0,201,0,76
Jan-2021,9E,Endeavor Air Inc.,DHN,"Dothan, AL: Dothan Regional",91,6,4.79,0,1.21,0,0,0,0,491,409,0,82,0,0
Jan-2021,9E,Endeavor Air Inc.,DLH,"Duluth, MN: Duluth International",41,4,1.24,0,2.38,0,0.38,0,0,146,90,0,48,0,8
Jan-2021,9E,Endeavor Air Inc.,DSM,"Des Moines, IA: Des Moines International",217,13,4.98,2.94,4.09,0,1,3,0,2644,338,2179,108,0,19
Jan-2021,9E,Endeavor Air Inc.,DTW,"Detroit, MI: Detroit Metro Wayne County",2276,160,42.16,4.7,60.85,0,52.3,1,0,16418,7085,1157,2088,0,6088
Jan-2021,9E,Endeavor Air Inc.,ECP,"Panama City, FL: Northwest Florida Beaches International",65,4,2,0,1,0,1,0,0,187,120,0,16,0,51
Jan-2021,9E,Endeavor Air Inc.,ELM,"Elmira/Corning, NY: Elmira/Corning Regional",49,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Jan-2021,9E,Endeavor Air Inc.,EVV,"Evansville, IN: Evansville Regional",113,5,3.19,0,1.14,0,0.67,0,0,374,187,0,93,0,94
Jan-2021,9E,Endeavor Air Inc.,EWR,"Newark, NJ: Newark Liberty International",111,11,3.55,0.55,6.9,0,0,1,0,395,197,12,186,0,0
Jan-2021,9E,Endeavor Air Inc.,FAR,"Fargo, ND: Hector International",99,8,1.23,0,6.77,0,0,0,0,221,34,0,187,0,0
Jan-2021,9E,Endeavor Air Inc.,FAY,"Fayetteville, NC: Fayetteville Regional/Grannis Field",109,5,1.15,0,1.12,0,2.73,0,1,308,39,0,63,0,206
Jan-2021,9E,Endeavor Air Inc.,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",12,2,0,0,1.3,0,0.7,0,0,150,0,0,122,0,28
Jan-2021,9E,Endeavor Air Inc.,FSD,"Sioux Falls, SD: Joe Foss Field",11,2,1,0,1,0,0,0,0,32,17,0,15,0,0
Jan-2021,9E,Endeavor Air Inc.,FWA,"Fort Wayne, IN: Fort Wayne International",79,5,1,0,3,0,1,0,0,138,22,0,64,0,52
Jan-2021,9E,Endeavor Air Inc.,GFK,"Grand Forks, ND: Grand Forks International",31,3,2,0,1,0,0,0,1,167,150,0,17,0,0
Jan-2021,9E,Endeavor Air Inc.,GNV,"Gainesville, FL: Gainesville Regional",110,6,0.91,0,1,0,4.09,0,0,513,111,0,167,0,235
Jan-2021,9E,Endeavor Air Inc.,GPT,"Gulfport/Biloxi, MS: Gulfport-Biloxi International",113,5,2.55,0,0.45,0,2,0,1,186,79,0,15,0,92
Jan-2021,9E,Endeavor Air Inc.,GRB,"Green Bay, WI: Green Bay Austin Straubel International",210,15,0.55,4.96,6.6,0,2.89,0,2,1818,19,1393,188,0,218
Jan-2021,9E,Endeavor Air Inc.,GRR,"Grand Rapids, MI: Gerald R. Ford International",134,10,4.29,0,5.51,0.2,0,0,1,345,196,0,143,6,0
Jan-2021,9E,Endeavor Air Inc.,GSO,"Greensboro/High Point, NC: Piedmont Triad International",87,6,2.9,1,0.05,0,2.05,0,1,853,89,677,2,0,85
Jan-2021,9E,Endeavor Air Inc.,GSP,"Greer, SC: Greenville-Spartanburg International",9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jan-2021,9E,Endeavor Air Inc.,GTR,"Columbus, MS: Golden Triangle Regional",87,2,1.88,0,0.13,0,0,0,0,52,50,0,2,0,0
Jan-2021,9E,Endeavor Air Inc.,HOU,"Houston, TX: William P Hobby",76,9,2.79,0,4.59,0,1.62,0,0,276,96,0,141,0,39
Jan-2021,9E,Endeavor Air Inc.,HSV,"Huntsville, AL: Huntsville International-Carl T Jones Field",171,12,7.28,0,1.1,0,3.62,0,0,634,442,0,20,0,172
Jan-2021,9E,Endeavor Air Inc.,IAD,"Washington, DC: Washington Dulles International",73,3,1.83,0,1.17,0,0,0,0,70,44,0,26,0,0
Jan-2021,9E,Endeavor Air Inc.,ICT,"Wichita, KS: Wichita Dwight D Eisenhower National",63,3,1,0,0.03,0,1.97,0,0,197,40,0,2,0,155
Jan-2021,9E,Endeavor Air Inc.,ILM,"Wilmington, NC: Wilmington International",110,7,2.96,0.12,1.04,0,2.88,0,0,348,155,4,20,0,169
Jan-2021,9E,Endeavor Air Inc.,IND,"Indianapolis, IN: Indianapolis International",82,4,0,0,4,0,0,0,0,90,0,0,90,0,0
Jan-2021,9E,Endeavor Air Inc.,ITH,"Ithaca/Cortland, NY: Ithaca Tompkins Regional",27,6,3.64,0,1.18,0,1.18,0,0,347,224,0,43,0,80
Jan-2021,9E,Endeavor Air Inc.,JAN,"Jackson/Vicksburg, MS: Jackson Medgar Wiley Evers International",140,6,3.97,0,0,0,2.03,0,0,411,173,0,0,0,238
Jan-2021,9E,Endeavor Air Inc.,JFK,"New York, NY: John F. Kennedy International",177,15,5.72,0,4.4,0,4.88,1,0,483,169,0,100,0,214
Jan-2021,9E,Endeavor Air Inc.,LAN,"Lansing, MI: Capital Region International",81,4,0.96,0,2.04,0,1,0,0,98,23,0,43,0,32
Jan-2021,9E,Endeavor Air Inc.,LEX,"Lexington, KY: Blue Grass",121,9,3.55,0,2.48,0,2.97,0,1,955,443,0,111,0,401
Jan-2021,9E,Endeavor Air Inc.,LFT,"Lafayette, LA: Lafayette Regional Paul Fournet Field",112,3,2,0,1,0,0,0,0,70,50,0,20,0,0
Jan-2021,9E,Endeavor Air Inc.,LGA,"New York, NY: LaGuardia",233,6,2,0.76,3.24,0,0,1,0,338,161,22,155,0,0
Jan-2021,9E,Endeavor Air Inc.,LIT,"Little Rock, AR: Bill and Hillary Clinton Nat Adams Field",110,3,1.19,0,0.03,0,1.79,0,0,172,45,0,1,0,126
Jan-2021,9E,Endeavor Air Inc.,MBS,"Saginaw/Bay City/Midland, MI: MBS International",92,8,1,1,5,0,1,0,0,553,124,179,104,0,146
Jan-2021,9E,Endeavor Air Inc.,MCO,"Orlando, FL: Orlando International",28,9,2.73,0,4.86,0,1.4,0,0,510,113,0,141,0,256
Jan-2021,9E,Endeavor Air Inc.,MDT,"Harrisburg, PA: Harrisburg International",143,10,3.94,0,5,0,1.06,2,0,377,145,0,158,0,74
Jan-2021,9E,Endeavor Air Inc.,MEM,"Memphis, TN: Memphis International",115,13,2.87,0,10.13,0,0,0,0,466,139,0,327,0,0
Jan-2021,9E,Endeavor Air Inc.,MGM,"Montgomery, AL: Montgomery Regional",118,9,5.93,0,1.09,0,1.98,0,0,473,301,0,35,0,137
Jan-2021,9E,Endeavor Air Inc.,MKE,"Milwaukee, WI: General Mitchell International",27,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jan-2021,9E,Endeavor Air Inc.,MLI,"Moline, IL: Quad City International",56,6,2,2,1,0,1,0,0,1474,110,1236,20,0,108
Jan-2021,9E,Endeavor Air Inc.,MLU,"Monroe, LA: Monroe Regional",79,7,3.82,0,2.18,0,1,0,0,315,174,0,36,0,105
Jan-2021,9E,Endeavor Air Inc.,MOB,"Mobile, AL: Mobile Regional",118,6,3,1,1,0,1,0,0,252,136,23,20,0,73
Jan-2021,9E,Endeavor Air Inc.,MOT,"Minot, ND: Minot International",115,10,2.86,1,3.14,0,3,1,1,993,124,630,83,0,156
Jan-2021,9E,Endeavor Air Inc.,MSN,"Madison, WI: Dane County Regional-Truax Field",179,11,1.81,0,9.19,0,0,0,0,297,55,0,242,0,0
Jan-2021,9E,Endeavor Air Inc.,MSP,"Minneapolis, MN: Minneapolis-St Paul International",1673,115,31.45,6.47,34.79,0,42.28,2,0,9654,3003,836,1360,0,4455
Jan-2021,9E,Endeavor Air Inc.,MSY,"New Orleans, LA: Louis Armstrong New Orleans International",3,1,0,0,1,0,0,0,0,24,0,0,24,0,0
Jan-2021,9E,Endeavor Air Inc.,MYR,"Myrtle Beach, SC: Myrtle Beach International",55,5,2.68,0,1.02,0,1.3,0,0,354,280,0,19,0,55
Jan-2021,9E,Endeavor Air Inc.,OAJ,"Jacksonville/Camp Lejeune, NC: Albert J Ellis",113,8,2.17,3,2.09,0,0.74,0,2,2054,70,1875,64,0,45
Jan-2021,9E,Endeavor Air Inc.,OKC,"Oklahoma City, OK: Will Rogers World",94,8,3.33,0.98,0.71,0,2.97,0,0,254,83,53,18,0,100
Jan-2021,9E,Endeavor Air Inc.,OMA,"Omaha, NE: Eppley Airfield",18,1,0,0,1,0,0,0,0,34,0,0,34,0,0
Jan-2021,9E,Endeavor Air Inc.,ORD,"Chicago, IL: Chicago O'Hare International",10,1,0,0,1,0,0,0,0,23,0,0,23,0,0
Jan-2021,9E,Endeavor Air Inc.,ORF,"Norfolk, VA: Norfolk International",38,5,0.71,0,3.29,0,1,0,0,199,35,0,112,0,52
Jan-2021,9E,Endeavor Air Inc.,PHL,"Philadelphia, PA: Philadelphia International",96,9,2.32,0,6.62,0,0.06,0,0,372,137,0,232,0,3
Jan-2021,9E,Endeavor Air Inc.,PIT,"Pittsburgh, PA: Pittsburgh International",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jan-2021,9E,Endeavor Air Inc.,PWM,"Portland, ME: Portland International Jetport",104,7,2.96,0,4.04,0,0,1,0,423,275,0,148,0,0
Jan-2021,9E,Endeavor Air Inc.,RAP,"Rapid City, SD: Rapid City Regional",79,7,3.26,1,0,0,2.74,0,1,940,213,593,0,0,134
Jan-2021,9E,Endeavor Air Inc.,RDU,"Raleigh/Durham, NC: Raleigh-Durham International",220,19,5.92,0,6.65,0,6.43,0,0,1366,613,0,222,0,531
Jan-2021,9E,Endeavor Air Inc.,ROA,"Roanoke, VA: Roanoke Blacksburg Regional Woodrum Field",79,6,0.04,3.23,1.58,0,1.15,0,2,1890,25,1678,50,0,137
Jan-2021,9E,Endeavor Air Inc.,ROC,"Rochester, NY: Greater Rochester International",14,1,0.89,0,0.11,0,0,0,0,166,147,0,19,0,0
Jan-2021,9E,Endeavor Air Inc.,RST,"Rochester, MN: Rochester International",117,14,5.29,0,6.7,0,2,0,0,692,323,0,190,0,179
Jan-2021,9E,Endeavor Air Inc.,SAV,"Savannah, GA: Savannah/Hilton Head International",118,7,3.06,0,2,0,1.94,0,0,357,176,0,62,0,119
Jan-2021,9E,Endeavor Air Inc.,SBN,"South Bend, IN: South Bend International",155,10,2.62,2.98,1.18,0,3.22,0,1,492,61,160,55,0,216
Jan-2021,9E,Endeavor Air Inc.,SCE,"State College, PA: University Park",27,2,1.81,0,0.19,0,0,0,0,239,219,0,20,0,0
Jan-2021,9E,Endeavor Air Inc.,SDF,"Louisville, KY: Louisville Muhammad Ali International",3,2,1,0,1,0,0,0,0,120,105,0,15,0,0
Jan-2021,9E,Endeavor Air Inc.,SGF,"Springfield, MO: Springfield-Branson National",79,3,2,0,1,0,0,0,0,101,69,0,32,0,0
Jan-2021,9E,Endeavor Air Inc.,SHV,"Shreveport, LA: Shreveport Regional",110,3,1.28,0,0,0,1.72,0,0,120,65,0,0,0,55
Jan-2021,9E,Endeavor Air Inc.,SRQ,"Sarasota/Bradenton, FL: Sarasota/Bradenton International",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jan-2021,9E,Endeavor Air Inc.,STL,"St. Louis, MO: St Louis Lambert International",97,10,3.16,0,5.84,0,1,0,0,354,114,0,196,0,44
Jan-2021,9E,Endeavor Air Inc.,SYR,"Syracuse, NY: Syracuse Hancock International",110,9,4.5,0,4.5,0,0,0,0,414,293,0,121,0,0
Jan-2021,9E,Endeavor Air Inc.,TLH,"Tallahassee, FL: Tallahassee International",11,1,0,0,0,0,1,0,0,15,0,0,0,0,15
Jan-2021,9E,Endeavor Air Inc.,TPA,"Tampa, FL: Tampa International",17,2,0,0,2,0,0,0,0,82,0,0,82,0,0
Jan-2021,9E,Endeavor Air Inc.,TRI,"Bristol/Johnson City/Kingsport, TN: Tri Cities",118,3,1.33,0.93,0.12,0,0.62,0,1,127,31,69,6,0,21
Jan-2021,9E,Endeavor Air Inc.,TUL,"Tulsa, OK: Tulsa International",87,1,0,0,1,0,0,0,0,19,0,0,19,0,0
Jan-2021,9E,Endeavor Air Inc.,TVC,"Traverse City, MI: Cherry Capital",54,2,0,0,1,0,1,0,0,68,0,0,15,0,53
Jan-2021,9E,Endeavor Air Inc.,TYS,"Knoxville, TN: McGhee Tyson",266,12,3.98,2.42,3.16,0,2.44,0,3,639,255,190,135,0,59
Jan-2021,9E,Endeavor Air Inc.,VLD,"Valdosta, GA: Valdosta Regional",87,12,5.55,1,3.54,0,1.9,0,0,663,133,122,324,0,84
Jan-2021,9E,Endeavor Air Inc.,VPS,"Valparaiso, FL: Eglin AFB Destin Fort Walton Beach",144,6,0,1,4,0,1,0,0,389,0,56,300,0,33
Jan-2021,9E,Endeavor Air Inc.,XNA,"Fayetteville, AR: Northwest Arkansas Regional",104,6,1.08,0.11,1,0,3.81,0,0,396,59,2,19,0,316
Jan-2021,AA,American Airlines Inc.,ABQ,"Albuquerque, NM: Albuquerque International Sunport",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jan-2021,AA,American Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",371,38,17.7,1,14.35,0,4.95,1,1,2896,1234,54,1333,0,275
Jan-2021,AA,American Airlines Inc.,AUS,"Austin, TX: Austin - Bergstrom International",414,46,21.21,3.59,12.98,0,8.22,1,0,2123,1020,286,352,0,465
Jan-2021,AA,American Airlines Inc.,BDL,"Hartford, CT: Bradley International",108,9,7.43,0,1.57,0,0,0,0,926,884,0,42,0,0
Jan-2021,AA,American Airlines Inc.,BNA,"Nashville, TN: Nashville International",282,20,14.42,0,3.67,0,1.92,4,0,1227,761,0,110,0,356
Jan-2021,AA,American Airlines Inc.,BOI,"Boise, ID: Boise Air Terminal",8,5,2.69,0,1.78,0,0.53,0,0,216,120,0,79,0,17
Jan-2021,AA,American Airlines Inc.,BOS,"Boston, MA: Logan International",610,44,20.05,0.5,12.18,0.64,10.63,5,0,2650,1457,25,411,15,742
Jan-2021,AA,American Airlines Inc.,BUR,"Burbank, CA: Bob Hope",31,1,0,0,1,0,0,1,0,51,0,0,51,0,0
Jan-2021,AA,American Airlines Inc.,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",229,26,9.85,0.08,8.79,0,7.28,0,0,1140,485,2,322,0,331
Jan-2021,AA,American Airlines Inc.,BZN,"Bozeman, MT: Bozeman Yellowstone International",95,15,3.27,0.71,8.89,0,2.14,1,3,1820,93,535,338,0,854
Jan-2021,AA,American Airlines Inc.,CHS,"Charleston, SC: Charleston AFB/International",34,2,1,0,1,0,0,0,0,45,24,0,21,0,0
Jan-2021,AA,American Airlines Inc.,CLE,"Cleveland, OH: Cleveland-Hopkins International",123,7,2.26,0.55,1.09,0,3.1,0,0,369,72,53,25,0,219
Jan-2021,AA,American Airlines Inc.,CLT,"Charlotte, NC: Charlotte Douglas International",5115,410,142.89,7.39,180.49,4.99,74.24,15,3,35197,18414,455,7310,370,8648
Jan-2021,AA,American Airlines Inc.,CMH,"Columbus, OH: John Glenn Columbus International",130,10,3.31,0,3.25,0,3.44,0,0,495,174,0,145,0,176
Jan-2021,AA,American Airlines Inc.,COS,"Colorado Springs, CO: City of Colorado Springs Municipal",91,12,3.28,1.59,6.04,0,1.1,0,0,581,210,79,261,0,31
Jan-2021,AA,American Airlines Inc.,CVG,"Cincinnati, OH: Cincinnati/Northern Kentucky International",26,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jan-2021,AA,American Airlines Inc.,DCA,"Washington, DC: Ronald Reagan Washington National",711,47,17.46,1.17,13.43,0.9,14.04,7,0,2776,993,88,545,52,1098
Jan-2021,AA,American Airlines Inc.,DEN,"Denver, CO: Denver International",558,61,22.07,2.5,24.99,1.08,10.36,1,1,2815,1023,131,743,35,883
Jan-2021,AA,American Airlines Inc.,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",7790,1155,237.7,65.52,700.3,2.21,149.28,92,20,85147,27433,7053,33674,59,16928
Jan-2021,AA,American Airlines Inc.,DSM,"Des Moines, IA: Des Moines International",24,3,1,0,2,0,0,0,0,84,48,0,36,0,0
Jan-2021,AA,American Airlines Inc.,DTW,"Detroit, MI: Detroit Metro Wayne County",175,17,7.81,0.01,3.87,0,5.31,1,1,1091,463,1,176,0,451
Jan-2021,AA,American Airlines Inc.,EGE,"Eagle, CO: Eagle County Regional",198,30,10.64,2.35,11.25,0,5.76,3,3,2546,1337,115,706,0,388
Jan-2021,AA,American Airlines Inc.,ELP,"El Paso, TX: El Paso International",41,5,4,0,1,0,0,1,0,309,275,0,34,0,0
Jan-2021,AA,American Airlines Inc.,EWR,"Newark, NJ: Newark Liberty International",277,21,7.99,1.56,6.45,0,5,3,0,856,284,74,217,0,281
Jan-2021,AA,American Airlines Inc.,EYW,"Key West, FL: Key West International",115,15,3.36,1.76,4.51,0,5.36,1,4,1520,213,122,197,0,988
Jan-2021,AA,American Airlines Inc.,FAT,"Fresno, CA: Fresno Yosemite International",67,6,2.08,1.79,1.3,0,0.83,1,1,213,60,62,52,0,39
Jan-2021,AA,American Airlines Inc.,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",470,57,17.33,2.21,25.97,0.56,10.94,1,0,2677,739,189,975,14,760
Jan-2021,AA,American Airlines Inc.,GEG,"Spokane, WA: Spokane International",70,3,2,0,1,0,0,0,0,143,111,0,32,0,0
Jan-2021,AA,American Airlines Inc.,GRR,"Grand Rapids, MI: Gerald R. Ford International",58,2,1.74,0,0.26,0,0,0,0,43,37,0,6,0,0
Jan-2021,AA,American Airlines Inc.,GSO,"Greensboro/High Point, NC: Piedmont Triad International",7,1,0,1,0,0,0,0,0,41,0,41,0,0,0
Jan-2021,AA,American Airlines Inc.,GUC,"Gunnison, CO: Gunnison-Crested Butte Regional",8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jan-2021,AA,American Airlines Inc.,HDN,"Hayden, CO: Yampa Valley",38,8,3.78,0,3.74,0,0.48,0,0,466,304,0,141,0,21
Jan-2021,AA,American Airlines Inc.,HNL,"Honolulu, HI: Daniel K Inouye International",147,12,9.05,0,1.28,0,1.67,0,1,967,710,0,53,0,204
Jan-2021,AA,American Airlines Inc.,IAD,"Washington, DC: Washington Dulles International",58,9,4.61,0,2.45,0,1.93,0,0,370,175,0,90,0,105
Jan-2021,AA,American Airlines Inc.,IAH,"Houston, TX: George Bush Intercontinental/Houston",249,40,19.83,1.05,8.93,0.55,9.63,2,0,1839,961,81,267,11,519
Jan-2021,AA,American Airlines Inc.,ILM,"Wilmington, NC: Wilmington International",4,1,0.83,0,0.17,0,0,0,0,47,39,0,8,0,0
Jan-2021,AA,American Airlines Inc.,IND,"Indianapolis, IN: Indianapolis International",125,9,3.39,0.73,1.51,0,3.37,3,1,768,319,85,105,0,259
Jan-2021,AA,American Airlines Inc.,JAC,"Jackson, WY: Jackson Hole",99,13,3.45,2.21,5.19,0,2.15,0,4,738,153,58,183,0,344
Jan-2021,AA,American Airlines Inc.,JAX,"Jacksonville, FL: Jacksonville International",233,33,9.41,0.91,17.41,0,5.27,2,0,1750,502,67,801,0,380
Jan-2021,AA,American Airlines Inc.,JFK,"New York, NY: John F. Kennedy International",324,25,12.46,0,7,2,3.54,7,1,933,542,0,171,98,122
Jan-2021,AA,American Airlines Inc.,KOA,"Kona, HI: Ellison Onizuka Kona International at Keahole",97,3,2.16,0,0,0,0.84,0,0,209,96,0,0,0,113
Jan-2021,AA,American Airlines Inc.,LAS,"Las Vegas, NV: McCarran International",731,67,29.36,4.13,14.7,2.91,15.9,4,1,3379,1399,178,481,137,1184
Jan-2021,AA,American Airlines Inc.,LAX,"Los Angeles, CA: Los Angeles International",1257,100,52.04,5.03,28.68,0.19,14.06,5,1,5555,3013,261,894,29,1358
Jan-2021,AA,American Airlines Inc.,LGA,"New York, NY: LaGuardia",536,39,20.89,0.47,8.71,0,8.92,12,0,2652,1234,59,442,0,917
Jan-2021,AA,American Airlines Inc.,MCI,"Kansas City, MO: Kansas City International",69,6,3.57,0,1.37,0,1.06,0,0,244,123,0,25,0,96
Jan-2021,AA,American Airlines Inc.,MCO,"Orlando, FL: Orlando International",821,97,37.98,5.49,37.24,1.33,14.96,3,0,6182,2461,332,2569,28,792
Jan-2021,AA,American Airlines Inc.,MEM,"Memphis, TN: Memphis International",61,2,0,0,0.26,0,1.74,0,0,77,0,0,5,0,72
Jan-2021,AA,American Airlines Inc.,MFE,"Mission/McAllen/Edinburg, TX: McAllen Miller International",50,2,1.87,0,0.13,0,0,1,0,54,50,0,4,0,0
Jan-2021,AA,American Airlines Inc.,MIA,"Miami, FL: Miami International",2447,204,107.45,8.57,55.32,1,31.66,2,4,17479,11437,373,2544,34,3091
Jan-2021,AA,American Airlines Inc.,MKE,"Milwaukee, WI: General Mitchell International",27,1,0,0,1,0,0,0,0,16,0,0,16,0,0
Jan-2021,AA,American Airlines Inc.,MSP,"Minneapolis, MN: Minneapolis-St Paul International",212,20,11.58,0.1,3.62,0.67,4.03,1,0,1462,963,14,130,10,345
Jan-2021,AA,American Airlines Inc.,MSY,"New Orleans, LA: Louis Armstrong New Orleans International",282,26,11.05,0.11,8.13,0,6.71,3,0,1319,591,10,386,0,332
Jan-2021,AA,American Airlines Inc.,MTJ,"Montrose/Delta, CO: Montrose Regional",74,7,3.17,0,2.99,0,0.84,0,0,239,106,0,76,0,57
Jan-2021,AA,American Airlines Inc.,MYR,"Myrtle Beach, SC: Myrtle Beach International",50,5,1.68,0,3.32,0,0,0,0,155,31,0,124,0,0
