date,carrier,carrier_name,airport,airport_name,arr_flights,arr_del15,carrier_ct, weather_ct,nas_ct,security_ct,late_aircraft_ct,arr_cancelled,arr_diverted, arr_delay, carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay
Nov-2020,UA,United Air Lines Inc.,HNL,"Honolulu, HI: Daniel K Inouye International",225,20,14.57,0,5.43,0,0,1,0,996,817,0,179,0,0
Nov-2020,UA,United Air Lines Inc.,IAD,"Washington, DC: Washington Dulles International",1184,64,23.63,1.47,28.58,0,10.31,6,0,3064,1072,29,824,0,1139
Nov-2020,UA,United Air Lines Inc.,IAH,"Houston, TX: George Bush Intercontinental/Houston",2440,148,59.79,5.29,47.16,0,35.76,3,2,8525,3555,251,1285,0,3434
Nov-2020,UA,United Air Lines Inc.,IND,"Indianapolis, IN: Indianapolis International",54,3,1,0,1,0,1,0,0,152,72,0,20,0,60
Nov-2020,UA,United Air Lines Inc.,JAC,"Jackson, WY: Jackson Hole",59,5,2.93,1,1.07,0,0,1,0,269,203,42,24,0,0
Nov-2020,UA,United Air Lines Inc.,JAX,"Jacksonville, FL: Jacksonville International",32,2,1,0.43,0.57,0,0,0,0,150,104,20,26,0,0
Nov-2020,UA,United Air Lines Inc.,KOA,"Kona, HI: Ellison Onizuka Kona International at Keahole",83,5,3.01,0,1.99,0,0,0,0,170,106,0,64,0,0
Nov-2020,UA,United Air Lines Inc.,LAS,"Las Vegas, NV: McCarran International",522,34,19.51,1,8.02,0,5.47,1,1,1763,929,45,197,0,592
Nov-2020,UA,United Air Lines Inc.,LAX,"Los Angeles, CA: Los Angeles International",989,77,43.47,3.6,19.36,0,10.57,3,1,4384,2908,174,539,0,763
Nov-2020,UA,United Air Lines Inc.,LGA,"New York, NY: LaGuardia",267,16,7.78,0.5,6.57,0,1.15,0,0,693,497,13,139,0,44
Nov-2020,UA,United Air Lines Inc.,LIH,"Lihue, HI: Lihue Airport",65,5,1,0,3,0,1,0,0,260,106,0,65,0,89
Nov-2020,UA,United Air Lines Inc.,MAF,"Midland/Odessa, TX: Midland International Air and Space Port",25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nov-2020,UA,United Air Lines Inc.,MCI,"Kansas City, MO: Kansas City International",86,4,1.53,0.6,0.87,0,1,0,0,124,24,18,19,0,63
Nov-2020,UA,United Air Lines Inc.,MCO,"Orlando, FL: Orlando International",632,70,22.36,1.49,41.96,0,4.19,0,0,2344,958,44,1051,0,291
Nov-2020,UA,United Air Lines Inc.,MFE,"Mission/McAllen/Edinburg, TX: McAllen Miller International",29,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nov-2020,UA,United Air Lines Inc.,MFR,"Medford, OR: Rogue Valley International - Medford",29,6,2.85,0,2.4,0,0.76,0,1,294,159,0,76,0,59
Nov-2020,UA,United Air Lines Inc.,MIA,"Miami, FL: Miami International",344,53,15.26,1.64,28.39,0,7.71,1,0,4233,1118,1323,824,0,968
Nov-2020,UA,United Air Lines Inc.,MSN,"Madison, WI: Dane County Regional-Truax Field",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nov-2020,UA,United Air Lines Inc.,MSO,"Missoula, MT: Missoula International",30,4,0.27,1,1.79,0,0.94,0,0,765,15,623,60,0,67
Nov-2020,UA,United Air Lines Inc.,MSP,"Minneapolis, MN: Minneapolis-St Paul International",134,14,4.58,0.34,3.49,0,5.58,0,0,726,188,10,80,0,448
Nov-2020,UA,United Air Lines Inc.,MSY,"New Orleans, LA: Louis Armstrong New Orleans International",209,13,6.91,0,5.31,0,0.78,0,1,416,236,0,155,0,25
Nov-2020,UA,United Air Lines Inc.,OGG,"Kahului, HI: Kahului Airport",125,12,4.74,0,5.77,0,1.49,0,1,503,270,0,152,0,81
Nov-2020,UA,United Air Lines Inc.,OKC,"Oklahoma City, OK: Will Rogers World",23,1,0,0,0,0,1,0,0,50,0,0,0,0,50
Nov-2020,UA,United Air Lines Inc.,OMA,"Omaha, NE: Eppley Airfield",58,8,3.1,0,2.77,0,2.13,0,0,433,207,0,68,0,158
Nov-2020,UA,United Air Lines Inc.,ONT,"Ontario, CA: Ontario International",30,3,1.86,0,0.91,0,0.23,0,0,58,30,0,22,0,6
Nov-2020,UA,United Air Lines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",2569,135,60.45,4.2,38.81,0,31.54,5,2,8457,3547,482,1200,0,3228
Nov-2020,UA,United Air Lines Inc.,ORF,"Norfolk, VA: Norfolk International",63,8,3.23,0,1.23,0,3.54,0,0,473,195,0,82,0,196
Nov-2020,UA,United Air Lines Inc.,PBI,"West Palm Beach/Palm Beach, FL: Palm Beach International",70,15,3.32,0.65,9.62,0,1.42,0,0,435,133,11,256,0,35
Nov-2020,UA,United Air Lines Inc.,PDX,"Portland, OR: Portland International",212,17,7.16,0.44,8.9,0,0.51,0,0,733,434,14,199,0,86
Nov-2020,UA,United Air Lines Inc.,PHL,"Philadelphia, PA: Philadelphia International",124,9,2.63,0,4.49,0,1.88,0,0,228,57,0,117,0,54
Nov-2020,UA,United Air Lines Inc.,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",394,29,12.59,0.73,11.84,0,3.84,0,0,1429,773,18,372,0,266
Nov-2020,UA,United Air Lines Inc.,PIT,"Pittsburgh, PA: Pittsburgh International",54,7,1.8,0,3.59,0,1.61,0,0,280,101,0,103,0,76
Nov-2020,UA,United Air Lines Inc.,PNS,"Pensacola, FL: Pensacola International",30,3,2,0,1,0,0,0,0,113,73,0,40,0,0
Nov-2020,UA,United Air Lines Inc.,PSP,"Palm Springs, CA: Palm Springs International",29,7,1.81,0,3.28,0,1.91,0,0,438,91,0,114,0,233
Nov-2020,UA,United Air Lines Inc.,RAP,"Rapid City, SD: Rapid City Regional",29,4,3.73,0,0.27,0,0,0,0,110,98,0,12,0,0
Nov-2020,UA,United Air Lines Inc.,RDU,"Raleigh/Durham, NC: Raleigh-Durham International",132,15,8.47,0.52,5.38,0,0.63,0,0,672,437,23,165,0,47
Nov-2020,UA,United Air Lines Inc.,RIC,"Richmond, VA: Richmond International",29,1,0,0,1,0,0,0,0,15,0,0,15,0,0
Nov-2020,UA,United Air Lines Inc.,RNO,"Reno, NV: Reno/Tahoe International",59,5,2.79,0,1.39,0,0.82,0,1,169,116,0,30,0,23
Nov-2020,UA,United Air Lines Inc.,RSW,"Fort Myers, FL: Southwest Florida International",344,23,5.93,2.99,10.37,0,3.71,2,0,2737,302,1713,263,0,459
Nov-2020,UA,United Air Lines Inc.,SAN,"San Diego, CA: San Diego International",423,27,12.22,2.36,9.27,0,3.15,0,5,1249,809,83,240,0,117
Nov-2020,UA,United Air Lines Inc.,SAT,"San Antonio, TX: San Antonio International",38,1,0,0,0,0,1,0,0,27,0,0,0,0,27
Nov-2020,UA,United Air Lines Inc.,SEA,"Seattle, WA: Seattle/Tacoma International",382,21,7.37,0.71,7.92,0,5,1,1,865,362,25,267,0,211
Nov-2020,UA,United Air Lines Inc.,SFO,"San Francisco, CA: San Francisco International",1604,72,39.58,2.68,17.51,0,12.22,2,3,5817,4105,59,586,0,1067
Nov-2020,UA,United Air Lines Inc.,SJC,"San Jose, CA: Norman Y. Mineta San Jose International",31,4,1.6,0,1.48,0,0.92,0,0,288,172,0,39,0,77
Nov-2020,UA,United Air Lines Inc.,SJU,"San Juan, PR: Luis Munoz Marin International",157,9,4.76,0.68,2.06,0,1.5,0,0,351,216,17,66,0,52
Nov-2020,UA,United Air Lines Inc.,SLC,"Salt Lake City, UT: Salt Lake City International",83,4,1.01,0,2,0,0.99,0,0,230,93,0,34,0,103
Nov-2020,UA,United Air Lines Inc.,SMF,"Sacramento, CA: Sacramento International",145,18,10.62,0.59,3.78,0,3.01,0,0,852,574,29,120,0,129
Nov-2020,UA,United Air Lines Inc.,SNA,"Santa Ana, CA: John Wayne Airport-Orange County",168,9,3.52,0.59,2.89,0,2,0,2,236,85,16,59,0,76
Nov-2020,UA,United Air Lines Inc.,SPN,"Saipan, TT: Francisco C. Ada Saipan International",13,1,1,0,0,0,0,0,0,33,33,0,0,0,0
Nov-2020,UA,United Air Lines Inc.,SRQ,"Sarasota/Bradenton, FL: Sarasota/Bradenton International",25,1,0.82,0,0.18,0,0,0,0,49,40,0,9,0,0
Nov-2020,UA,United Air Lines Inc.,STL,"St. Louis, MO: St Louis Lambert International",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nov-2020,UA,United Air Lines Inc.,STT,"Charlotte Amalie, VI: Cyril E King",38,2,1,0,1,0,0,0,0,41,17,0,24,0,0
Nov-2020,UA,United Air Lines Inc.,TPA,"Tampa, FL: Tampa International",443,45,11.32,3.97,22.72,0,7,2,3,3551,511,1939,551,0,550
Nov-2020,WN,Southwest Airlines Co.,ABQ,"Albuquerque, NM: Albuquerque International Sunport",429,19,7.85,0.59,2.99,1,6.58,1,0,611,228,20,84,33,246
Nov-2020,WN,Southwest Airlines Co.,ALB,"Albany, NY: Albany International",189,11,5.05,0.91,1.09,0,3.95,4,0,347,208,30,18,0,91
Nov-2020,WN,Southwest Airlines Co.,AMA,"Amarillo, TX: Rick Husband Amarillo International",93,1,0.33,0,0.67,0,0,0,0,33,11,0,22,0,0
Nov-2020,WN,Southwest Airlines Co.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2243,67,27.85,1.97,10.33,0,26.84,8,1,3874,1917,200,269,0,1488
Nov-2020,WN,Southwest Airlines Co.,AUS,"Austin, TX: Austin - Bergstrom International",1050,65,34.67,0.78,18.12,0,11.43,3,7,3149,1434,25,1055,0,635
Nov-2020,WN,Southwest Airlines Co.,BDL,"Hartford, CT: Bradley International",217,12,7.41,0.35,2.61,0,1.63,1,1,652,456,19,70,0,107
Nov-2020,WN,Southwest Airlines Co.,BHM,"Birmingham, AL: Birmingham-Shuttlesworth International",229,7,4.63,0,0.37,0,2,1,0,238,146,0,7,0,85
Nov-2020,WN,Southwest Airlines Co.,BNA,"Nashville, TN: Nashville International",2790,98,37.64,2.66,22.91,0,34.79,6,0,4237,1751,122,706,0,1658
Nov-2020,WN,Southwest Airlines Co.,BOI,"Boise, ID: Boise Air Terminal",236,10,5.77,0,2.98,0,1.25,0,0,476,343,0,85,0,48
Nov-2020,WN,Southwest Airlines Co.,BOS,"Boston, MA: Logan International",282,12,6.57,0.05,3.34,0,2.04,3,0,610,267,8,104,0,231
Nov-2020,WN,Southwest Airlines Co.,BUF,"Buffalo, NY: Buffalo Niagara International",336,10,2.9,0,3.01,0,4.09,8,2,385,71,0,89,0,225
Nov-2020,WN,Southwest Airlines Co.,BUR,"Burbank, CA: Bob Hope",633,33,12.68,0,8.66,0,11.66,0,2,1205,563,0,207,0,435
Nov-2020,WN,Southwest Airlines Co.,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",4091,185,59.71,1.67,73.09,0,50.54,48,25,9051,3649,50,2411,0,2941
Nov-2020,WN,Southwest Airlines Co.,CHS,"Charleston, SC: Charleston AFB/International",258,13,4.41,0,3.89,1.67,3.04,2,0,540,164,0,107,173,96
Nov-2020,WN,Southwest Airlines Co.,CLE,"Cleveland, OH: Cleveland-Hopkins International",274,16,7.35,0,1.91,0,6.75,4,0,607,313,0,55,0,239
Nov-2020,WN,Southwest Airlines Co.,CLT,"Charlotte, NC: Charlotte Douglas International",220,7,1,1.15,3,0,1.85,1,0,343,45,44,66,0,188
Nov-2020,WN,Southwest Airlines Co.,CMH,"Columbus, OH: John Glenn Columbus International",616,29,15.12,0,2.86,0,11.02,12,0,1422,829,0,66,0,527
Nov-2020,WN,Southwest Airlines Co.,CRP,"Corpus Christi, TX: Corpus Christi International",65,5,2,0,1,1,1,0,0,187,104,0,17,51,15
Nov-2020,WN,Southwest Airlines Co.,CVG,"Cincinnati, OH: Cincinnati/Northern Kentucky International",173,12,5.16,0,0.53,0,6.31,0,2,806,217,0,34,0,555
Nov-2020,WN,Southwest Airlines Co.,DAL,"Dallas, TX: Dallas Love Field",3630,125,52.95,3.72,29.81,0,38.52,12,3,5644,2460,207,1205,0,1772
Nov-2020,WN,Southwest Airlines Co.,DCA,"Washington, DC: Ronald Reagan Washington National",355,12,8.46,0,2,0,1.55,1,1,494,338,0,65,0,91
Nov-2020,WN,Southwest Airlines Co.,DEN,"Denver, CO: Denver International",5229,260,87.95,1.67,112.72,3.2,54.46,30,2,13120,6008,119,3935,68,2990
Nov-2020,WN,Southwest Airlines Co.,DSM,"Des Moines, IA: Des Moines International",92,1,0.1,0,0,0,0.9,0,0,21,2,0,0,0,19
Nov-2020,WN,Southwest Airlines Co.,DTW,"Detroit, MI: Detroit Metro Wayne County",279,16,6.13,0.6,2.8,0,6.47,3,0,555,216,29,77,0,233
Nov-2020,WN,Southwest Airlines Co.,ECP,"Panama City, FL: Northwest Florida Beaches International",186,4,2.65,0,0.29,0,1.06,0,0,117,83,0,5,0,29
Nov-2020,WN,Southwest Airlines Co.,ELP,"El Paso, TX: El Paso International",295,10,6.13,0.83,0.26,0,2.78,1,0,368,182,20,8,0,158
Nov-2020,WN,Southwest Airlines Co.,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",1060,41,16.03,1.64,11.98,0,11.35,28,1,2182,1116,197,275,0,594
Nov-2020,WN,Southwest Airlines Co.,GEG,"Spokane, WA: Spokane International",241,16,8.25,0,0.79,0,6.97,0,0,993,565,0,22,0,406
Nov-2020,WN,Southwest Airlines Co.,GRR,"Grand Rapids, MI: Gerald R. Ford International",149,8,3.34,1,2.03,0,1.62,1,0,221,110,33,33,0,45
Nov-2020,WN,Southwest Airlines Co.,GSP,"Greer, SC: Greenville-Spartanburg International",96,2,2,0,0,0,0,0,0,105,105,0,0,0,0
Nov-2020,WN,Southwest Airlines Co.,HNL,"Honolulu, HI: Daniel K Inouye International",555,13,4.36,0,7.64,0,1,2,0,403,169,0,165,0,69
Nov-2020,WN,Southwest Airlines Co.,HOU,"Houston, TX: William P Hobby",3093,115,44.18,3.71,28.26,1,37.85,11,2,5499,2460,281,842,18,1898
Nov-2020,WN,Southwest Airlines Co.,HRL,"Harlingen/San Benito, TX: Valley International",67,3,3,0,0,0,0,0,0,55,55,0,0,0,0
Nov-2020,WN,Southwest Airlines Co.,IAD,"Washington, DC: Washington Dulles International",80,6,1.04,0,1.06,0,3.9,0,0,227,57,0,26,0,144
Nov-2020,WN,Southwest Airlines Co.,ICT,"Wichita, KS: Wichita Dwight D Eisenhower National",109,2,0.05,0,0,0,1.95,0,0,66,1,0,0,0,65
Nov-2020,WN,Southwest Airlines Co.,IND,"Indianapolis, IN: Indianapolis International",611,30,16.78,0,3.45,0,9.77,4,0,1332,764,0,106,0,462
Nov-2020,WN,Southwest Airlines Co.,ISP,"Islip, NY: Long Island MacArthur",168,9,2.9,0,2,0,4.1,3,0,613,151,0,65,0,397
Nov-2020,WN,Southwest Airlines Co.,ITO,"Hilo, HI: Hilo International",90,3,1.77,0,1.17,0,0.07,0,0,125,101,0,18,0,6
Nov-2020,WN,Southwest Airlines Co.,JAX,"Jacksonville, FL: Jacksonville International",273,15,8.2,1,3.7,0,2.1,1,0,470,288,30,88,0,64
Nov-2020,WN,Southwest Airlines Co.,KOA,"Kona, HI: Ellison Onizuka Kona International at Keahole",120,4,2.33,0,0.13,0,1.53,1,0,170,145,0,2,0,23
Nov-2020,WN,Southwest Airlines Co.,LAS,"Las Vegas, NV: McCarran International",3776,153,66.02,1.61,41.97,2,41.4,12,2,7055,3774,37,1006,58,2180
Nov-2020,WN,Southwest Airlines Co.,LAX,"Los Angeles, CA: Los Angeles International",1333,49,23.34,1.77,9.5,1.38,13.01,2,1,2176,1032,202,274,32,636
Nov-2020,WN,Southwest Airlines Co.,LBB,"Lubbock, TX: Lubbock Preston Smith International",124,5,2,0,1,0,2,0,0,149,80,0,27,0,42
Nov-2020,WN,Southwest Airlines Co.,LGA,"New York, NY: LaGuardia",367,18,10.17,0,2.62,0,5.21,3,2,800,476,0,120,0,204
Nov-2020,WN,Southwest Airlines Co.,LGB,"Long Beach, CA: Long Beach Airport",477,17,9.15,0,1.51,0,6.34,4,2,879,638,0,49,0,192
Nov-2020,WN,Southwest Airlines Co.,LIH,"Lihue, HI: Lihue Airport",144,6,3.78,0,2.17,0,0.05,1,0,257,215,0,40,0,2
Nov-2020,WN,Southwest Airlines Co.,LIT,"Little Rock, AR: Bill and Hillary Clinton Nat Adams Field",144,7,4.57,0,0,0,2.43,0,0,342,138,0,0,0,204
Nov-2020,WN,Southwest Airlines Co.,MAF,"Midland/Odessa, TX: Midland International Air and Space Port",166,4,2.45,0,0.55,0,1,0,0,89,48,0,10,0,31
Nov-2020,WN,Southwest Airlines Co.,MCI,"Kansas City, MO: Kansas City International",959,43,22.38,1.51,5.81,0,13.3,4,0,2140,1073,104,220,0,743
Nov-2020,WN,Southwest Airlines Co.,MCO,"Orlando, FL: Orlando International",2729,98,39.3,1.29,20.48,0,36.93,11,2,5750,2572,58,595,0,2525
Nov-2020,WN,Southwest Airlines Co.,MDW,"Chicago, IL: Chicago Midway International",4431,150,58.33,4.21,50.66,0,36.8,61,11,7084,3365,265,1560,0,1894
Nov-2020,WN,Southwest Airlines Co.,MEM,"Memphis, TN: Memphis International",244,9,5.6,0,1,0,2.4,2,0,332,240,0,26,0,66
Nov-2020,WN,Southwest Airlines Co.,MHT,"Manchester, NH: Manchester-Boston Regional",189,9,1,0,1,0,7,1,0,490,106,0,19,0,365
Nov-2020,WN,Southwest Airlines Co.,MIA,"Miami, FL: Miami International",183,17,11.17,0,2.63,0,3.21,0,1,716,553,0,48,0,115
Nov-2020,WN,Southwest Airlines Co.,MKE,"Milwaukee, WI: General Mitchell International",569,30,10.52,1.14,12.47,0,5.86,2,2,1645,604,42,346,0,653
Nov-2020,WN,Southwest Airlines Co.,MSP,"Minneapolis, MN: Minneapolis-St Paul International",277,9,5.34,0,0.05,0,3.61,1,0,472,372,0,1,0,99
Nov-2020,WN,Southwest Airlines Co.,MSY,"New Orleans, LA: Louis Armstrong New Orleans International",841,34,14.6,0.83,8.43,0,10.14,1,2,1687,887,15,288,0,497
Nov-2020,WN,Southwest Airlines Co.,OAK,"Oakland, CA: Metropolitan Oakland International",1837,76,40.37,0,12.53,0,23.1,7,1,3805,2224,0,333,0,1248
Nov-2020,WN,Southwest Airlines Co.,OGG,"Kahului, HI: Kahului Airport",268,12,3.6,0,6.4,0,2,2,0,471,184,0,147,0,140
Nov-2020,WN,Southwest Airlines Co.,OKC,"Oklahoma City, OK: Will Rogers World",365,22,9.01,0,7.47,0,5.52,0,0,1259,906,0,160,0,193
Nov-2020,WN,Southwest Airlines Co.,OMA,"Omaha, NE: Eppley Airfield",390,15,6.49,0.74,1.42,0,6.35,2,0,603,285,31,37,0,250
Nov-2020,WN,Southwest Airlines Co.,ONT,"Ontario, CA: Ontario International",581,24,9.93,0,5.17,0,8.89,1,1,994,424,0,104,0,466
Nov-2020,WN,Southwest Airlines Co.,ORF,"Norfolk, VA: Norfolk International",169,13,4.48,1,2.19,0,5.32,1,0,554,155,36,66,0,297
Nov-2020,WN,Southwest Airlines Co.,PBI,"West Palm Beach/Palm Beach, FL: Palm Beach International",136,9,4.01,0,3,0,1.99,3,0,427,152,0,89,0,186
Nov-2020,WN,Southwest Airlines Co.,PDX,"Portland, OR: Portland International",432,15,3.38,0.64,4.36,0,6.62,0,0,612,234,18,110,0,250
Nov-2020,WN,Southwest Airlines Co.,PHL,"Philadelphia, PA: Philadelphia International",294,16,4.7,0,6.04,0,5.26,2,0,724,115,0,285,0,324
Nov-2020,WN,Southwest Airlines Co.,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",3712,168,66.12,2.87,50.87,0.65,47.49,19,3,7625,3919,95,1151,15,2445
Nov-2020,WN,Southwest Airlines Co.,PIT,"Pittsburgh, PA: Pittsburgh International",509,26,11.66,1,5.81,0,7.53,8,0,1491,947,22,143,0,379
Nov-2020,WN,Southwest Airlines Co.,PNS,"Pensacola, FL: Pensacola International",109,5,1,0,2.04,0,1.96,0,1,139,26,0,40,0,73
Nov-2020,WN,Southwest Airlines Co.,PSP,"Palm Springs, CA: Palm Springs International",93,2,0.28,0,0,0,1.72,4,0,54,9,0,0,0,45
Nov-2020,WN,Southwest Airlines Co.,PVD,"Providence, RI: Theodore Francis Green State",252,10,3.05,1.01,2.01,0,3.94,9,1,541,123,84,55,0,279
Nov-2020,WN,Southwest Airlines Co.,PWM,"Portland, ME: Portland International Jetport",82,3,2.01,0,0.47,0,0.52,2,0,103,60,0,17,0,26
Nov-2020,WN,Southwest Airlines Co.,RDU,"Raleigh/Durham, NC: Raleigh-Durham International",478,23,12.88,0,5.23,0,4.89,3,0,1478,992,0,266,0,220
Nov-2020,WN,Southwest Airlines Co.,RIC,"Richmond, VA: Richmond International",66,4,3.16,0,0.67,0,0.18,0,0,230,194,0,24,0,12
Nov-2020,WN,Southwest Airlines Co.,RNO,"Reno, NV: Reno/Tahoe International",327,20,4.41,2.44,5.3,0.89,6.96,7,3,804,229,123,145,33,274
Nov-2020,WN,Southwest Airlines Co.,ROC,"Rochester, NY: Greater Rochester International",84,7,3.58,0.3,1.63,0,1.49,0,0,351,135,8,52,0,156
Nov-2020,WN,Southwest Airlines Co.,RSW,"Fort Myers, FL: Southwest Florida International",780,32,14.42,0,5.9,0,11.68,11,2,1420,803,0,196,0,421
Nov-2020,WN,Southwest Airlines Co.,SAN,"San Diego, CA: San Diego International",1373,65,30.33,0,17.57,0,17.1,1,6,2761,1282,0,547,0,932
Nov-2020,WN,Southwest Airlines Co.,SAT,"San Antonio, TX: San Antonio International",685,39,17.42,0,5.96,0,15.62,1,0,2014,767,0,305,0,942
Nov-2020,WN,Southwest Airlines Co.,SDF,"Louisville, KY: Louisville Muhammad Ali International",265,9,1.72,0.27,2.35,0,4.66,2,0,695,84,49,82,0,480
Nov-2020,WN,Southwest Airlines Co.,SEA,"Seattle, WA: Seattle/Tacoma International",405,11,6.22,1,0.92,0,2.86,4,0,635,484,20,25,0,106
Nov-2020,WN,Southwest Airlines Co.,SFO,"San Francisco, CA: San Francisco International",403,14,9.18,0,0.96,0,3.86,0,0,503,278,0,27,0,198
Nov-2020,WN,Southwest Airlines Co.,SJC,"San Jose, CA: Norman Y. Mineta San Jose International",1173,39,17.73,0.45,10.19,0,10.62,3,1,1542,835,10,289,0,408
Nov-2020,WN,Southwest Airlines Co.,SJU,"San Juan, PR: Luis Munoz Marin International",222,6,4,0.21,0,0,1.79,0,1,412,169,41,0,0,202
Nov-2020,WN,Southwest Airlines Co.,SLC,"Salt Lake City, UT: Salt Lake City International",517,34,14.62,0.54,10.29,0,8.56,2,0,1500,883,22,294,0,301
Nov-2020,WN,Southwest Airlines Co.,SMF,"Sacramento, CA: Sacramento International",1458,56,34.47,0,6.82,0,14.72,5,0,3384,2365,0,302,0,717
Nov-2020,WN,Southwest Airlines Co.,SNA,"Santa Ana, CA: John Wayne Airport-Orange County",713,27,12.58,0,5,0,9.42,1,0,798,393,0,112,0,293
Nov-2020,WN,Southwest Airlines Co.,STL,"St. Louis, MO: St Louis Lambert International",1899,54,29.34,1.23,9.67,0,13.76,10,1,2995,1791,110,316,0,778
Nov-2020,WN,Southwest Airlines Co.,TPA,"Tampa, FL: Tampa International",1493,70,29.27,0.86,12.41,0,27.46,37,0,3725,1265,137,407,0,1916
Nov-2020,WN,Southwest Airlines Co.,TUL,"Tulsa, OK: Tulsa International",269,7,3.07,0,1.14,0,2.79,1,0,274,64,0,24,0,186
Nov-2020,WN,Southwest Airlines Co.,TUS,"Tucson, AZ: Tucson International",244,14,5.73,0.48,2.14,0,5.65,1,0,527,209,29,61,0,228
Nov-2020,YV,Mesa Airlines Inc.,ABQ,"Albuquerque, NM: Albuquerque International Sunport",28,2,0.81,1,0.19,0,0,2,0,925,39,877,9,0,0
Nov-2020,YV,Mesa Airlines Inc.,AMA,"Amarillo, TX: Rick Husband Amarillo International",91,16,3.92,0.69,5.56,0,5.83,4,0,1267,771,18,174,0,304
Nov-2020,YV,Mesa Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",48,2,1,0,1,0,0,0,0,82,51,0,31,0,0
Nov-2020,YV,Mesa Airlines Inc.,AUS,"Austin, TX: Austin - Bergstrom International",63,2,2,0,0,0,0,0,1,265,265,0,0,0,0
Nov-2020,YV,Mesa Airlines Inc.,AVL,"Asheville, NC: Asheville Regional",29,4,1.2,1,0,0,1.8,0,0,185,60,20,0,0,105
Nov-2020,YV,Mesa Airlines Inc.,BDL,"Hartford, CT: Bradley International",53,6,3,0,2,0,1,0,0,300,72,0,106,0,122
Nov-2020,YV,Mesa Airlines Inc.,BFL,"Bakersfield, CA: Meadows Field",86,9,5.36,0,1.54,0,2.1,0,0,1198,1009,0,35,0,154
Nov-2020,YV,Mesa Airlines Inc.,BHM,"Birmingham, AL: Birmingham-Shuttlesworth International",100,12,3.12,0,2.4,0,6.48,3,0,1157,813,0,56,0,288
Nov-2020,YV,Mesa Airlines Inc.,BMI,"Bloomington/Normal, IL: Central Il Regional Airport at Bloomington",29,4,0.06,0,1,0,2.94,0,1,181,3,0,18,0,160
Nov-2020,YV,Mesa Airlines Inc.,BNA,"Nashville, TN: Nashville International",54,3,3,0,0,0,0,0,0,137,137,0,0,0,0
Nov-2020,YV,Mesa Airlines Inc.,BOI,"Boise, ID: Boise Air Terminal",26,1,0,0,0,0,1,0,0,109,0,0,0,0,109
Nov-2020,YV,Mesa Airlines Inc.,BRO,"Brownsville, TX: Brownsville South Padre Island International",21,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nov-2020,YV,Mesa Airlines Inc.,BTR,"Baton Rouge, LA: Baton Rouge Metropolitan/Ryan Field",32,1,0,0,0,0,1,1,0,92,0,0,0,0,92
Nov-2020,YV,Mesa Airlines Inc.,BTV,"Burlington, VT: Burlington International",,,,,,,,,,,,,,,
Nov-2020,YV,Mesa Airlines Inc.,BUR,"Burbank, CA: Bob Hope",23,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nov-2020,YV,Mesa Airlines Inc.,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",29,1,1,0,0,0,0,0,0,83,83,0,0,0,0
Nov-2020,YV,Mesa Airlines Inc.,CHS,"Charleston, SC: Charleston AFB/International",82,8,5,0,3,0,0,2,1,472,288,0,184,0,0
Nov-2020,YV,Mesa Airlines Inc.,CID,"Cedar Rapids/Iowa City, IA: The Eastern Iowa",53,4,1.9,0,0.7,0,1.4,1,1,267,57,0,14,0,196
Nov-2020,YV,Mesa Airlines Inc.,CLE,"Cleveland, OH: Cleveland-Hopkins International",75,2,1,0,0,0,1,1,0,51,33,0,0,0,18
Nov-2020,YV,Mesa Airlines Inc.,CLT,"Charlotte, NC: Charlotte Douglas International",86,8,4,0,4,0,0,1,0,413,341,0,72,0,0
Nov-2020,YV,Mesa Airlines Inc.,CMH,"Columbus, OH: John Glenn Columbus International",113,10,6,0,4,0,0,0,0,667,590,0,77,0,0
Nov-2020,YV,Mesa Airlines Inc.,COS,"Colorado Springs, CO: City of Colorado Springs Municipal",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nov-2020,YV,Mesa Airlines Inc.,CRP,"Corpus Christi, TX: Corpus Christi International",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nov-2020,YV,Mesa Airlines Inc.,CVG,"Cincinnati, OH: Cincinnati/Northern Kentucky International",82,5,2,0,1,0,2,0,0,283,71,0,16,0,196
Nov-2020,YV,Mesa Airlines Inc.,DCA,"Washington, DC: Ronald Reagan Washington National",30,3,2,0,0,0,1,0,0,77,43,0,0,0,34
